id,startup_id,document_type,document_name,file_path,file_size_kb,uploaded_by,status,verified_at,created_at,updated_at
303,98,Financial Statement,powergrid-tech-financial-statement.pdf,documents/startups/98/financial-statement-5964.pdf,1681,1,Pending,2024-05-09 09:13:06,2020-11-10 03:32:40,2024-07-10 10:07:33
304,99,Incorporation Certificate,appsuite-incorporation-certificate.pdf,documents/startups/99/incorporation-certificate-7616.pdf,2216,1,Approved,2022-04-16 19:00:37,2023-01-08 14:43:43,2024-07-05 12:50:38
305,99,Audited Report,appsuite-audited-report.pdf,documents/startups/99/audited-report-3593.pdf,4453,1,Rejected,2024-01-25 14:59:33,2023-11-03 03:49:47,2023-01-22 03:55:00
306,100,GST Certificate,aicraft-tech-gst-certificate.pdf,documents/startups/100/gst-certificate-5065.pdf,559,1,Rejected,,2022-04-18 18:31:52,2024-12-27 06:38:30
307,100,Incorporation Certificate,aicraft-tech-incorporation-certificate.pdf,documents/startups/100/incorporation-certificate-7627.pdf,2440,1,Rejected,2022-01-19 19:31:18,2020-10-17 22:45:09,2023-09-08 11:02:10
308,101,Incorporation Certificate,aicraft-ventures-incorporation-certificate.pdf,documents/startups/101/incorporation-certificate-4179.pdf,1892,1,Pending,2023-03-21 18:10:45,2024-07-25 18:04:19,2024-08-04 13:29:15
309,101,Financial Statement,aicraft-ventures-financial-statement.pdf,documents/startups/101/financial-statement-2437.pdf,389,1,Approved,,2023-04-07 12:09:05,2024-01-06 18:41:40
310,101,IP Filing,aicraft-ventures-ip-filing.pdf,documents/startups/101/ip-filing-9848.pdf,325,1,Rejected,2022-08-06 20:39:20,2022-02-14 07:36:48,2023-07-25 20:52:32
311,101,Business Plan,aicraft-ventures-business-plan.pdf,documents/startups/101/business-plan-6595.pdf,927,1,Approved,,2024-10-09 17:40:25,2024-08-14 03:10:39
312,101,DPIIT Certificate,aicraft-ventures-dpiit-certificate.pdf,documents/startups/101/dpiit-certificate-8021.pdf,2749,1,Pending,2022-08-18 03:59:14,2021-12-23 19:07:40,2024-02-12 03:12:25
313,102,Audited Report,b2bsaas-ventures-audited-report.pdf,documents/startups/102/audited-report-1252.pdf,2695,1,Approved,2022-12-16 22:50:38,2020-12-06 19:33:16,2024-04-09 17:12:21
314,102,DPIIT Certificate,b2bsaas-ventures-dpiit-certificate.pdf,documents/startups/102/dpiit-certificate-2724.pdf,3391,1,Pending,2023-05-10 06:51:41,2022-06-01 03:20:36,2023-02-17 14:11:27
315,102,Business Plan,b2bsaas-ventures-business-plan.pdf,documents/startups/102/business-plan-8843.pdf,625,1,Pending,2023-10-07 12:09:24,2024-11-25 13:47:22,2024-05-06 17:55:06
316,103,GST Certificate,climacare-hub-gst-certificate.pdf,documents/startups/103/gst-certificate-8542.pdf,2358,1,Rejected,,2022-10-26 20:08:53,2023-10-11 01:46:53
317,103,Pitch Deck,climacare-hub-pitch-deck.pdf,documents/startups/103/pitch-deck-2663.pdf,312,1,Rejected,2022-12-26 06:46:29,2020-04-07 04:57:26,2024-02-05 18:43:06
318,103,MOU,climacare-hub-mou.pdf,documents/startups/103/mou-2891.pdf,3042,1,Pending,2022-11-21 21:40:46,2024-06-02 03:44:13,2024-03-21 11:43:44
319,103,Pitch Deck,climacare-hub-pitch-deck.pdf,documents/startups/103/pitch-deck-5317.pdf,1760,1,Approved,,2024-05-27 10:27:41,2024-07-08 20:16:45
320,104,DPIIT Certificate,schoolspark-box-dpiit-certificate.pdf,documents/startups/104/dpiit-certificate-7592.pdf,2866,1,Approved,,2024-08-25 16:16:49,2023-08-24 10:35:52
321,105,IP Filing,labgen-plus-ip-filing.pdf,documents/startups/105/ip-filing-2026.pdf,4178,1,Pending,,2022-06-12 23:54:45,2024-05-11 11:44:43
322,106,DPIIT Certificate,trackship-plus-dpiit-certificate.pdf,documents/startups/106/dpiit-certificate-1719.pdf,3239,1,Pending,,2022-10-12 02:44:09,2023-04-20 00:10:58
323,106,DPIIT Certificate,trackship-plus-dpiit-certificate.pdf,documents/startups/106/dpiit-certificate-9009.pdf,2542,1,Pending,2022-07-03 01:21:27,2023-06-10 22:02:55,2023-05-02 14:06:25
324,106,IP Filing,trackship-plus-ip-filing.pdf,documents/startups/106/ip-filing-7058.pdf,2279,1,Approved,,2021-01-01 10:04:28,2023-08-08 22:49:33
325,106,IP Filing,trackship-plus-ip-filing.pdf,documents/startups/106/ip-filing-2388.pdf,4069,1,Approved,2022-10-20 15:34:14,2023-09-23 03:07:24,2024-08-11 10:09:15
326,106,GST Certificate,trackship-plus-gst-certificate.pdf,documents/startups/106/gst-certificate-4180.pdf,4664,1,Pending,,2020-04-24 07:10:54,2023-10-11 01:47:01
327,107,Pitch Deck,pharmabio-hub-pitch-deck.pdf,documents/startups/107/pitch-deck-2762.pdf,1138,1,Rejected,2023-10-21 09:41:11,2022-09-06 00:11:01,2024-08-26 09:20:21
328,107,Audited Report,pharmabio-hub-audited-report.pdf,documents/startups/107/audited-report-5144.pdf,3529,1,Rejected,2022-02-12 09:48:15,2024-01-15 07:07:43,2024-03-11 17:09:01
329,107,Audited Report,pharmabio-hub-audited-report.pdf,documents/startups/107/audited-report-8217.pdf,4328,1,Pending,2023-11-12 07:08:47,2020-03-17 12:41:06,2023-07-19 09:53:07
330,107,MOU,pharmabio-hub-mou.pdf,documents/startups/107/mou-3690.pdf,3799,1,Pending,,2022-07-18 21:16:51,2023-12-13 01:10:07
331,108,GST Certificate,gaiatech-india-gst-certificate.pdf,documents/startups/108/gst-certificate-4876.pdf,923,1,Approved,2023-09-01 19:30:35,2023-07-31 13:50:44,2024-10-15 13:18:12
332,108,MOU,gaiatech-india-mou.pdf,documents/startups/108/mou-2724.pdf,1798,1,Approved,,2022-01-20 10:03:38,2023-06-25 10:17:57
333,108,DPIIT Certificate,gaiatech-india-dpiit-certificate.pdf,documents/startups/108/dpiit-certificate-9620.pdf,1946,1,Approved,,2023-02-26 03:41:39,2023-11-25 17:40:30
334,109,MOU,medtrack-box-mou.pdf,documents/startups/109/mou-6568.pdf,1458,1,Pending,2023-01-13 14:17:11,2020-10-10 10:35:20,2023-08-09 18:26:15
335,110,DPIIT Certificate,foodhub-dpiit-certificate.pdf,documents/startups/110/dpiit-certificate-3548.pdf,4806,1,Rejected,2023-11-25 10:30:54,2020-01-05 20:33:56,2024-11-17 14:58:51
336,110,IP Filing,foodhub-ip-filing.pdf,documents/startups/110/ip-filing-8414.pdf,3425,1,Pending,2023-03-05 21:34:56,2021-06-15 06:10:17,2024-05-05 20:50:27
337,110,Incorporation Certificate,foodhub-incorporation-certificate.pdf,documents/startups/110/incorporation-certificate-2103.pdf,2594,1,Approved,,2021-03-25 07:23:01,2024-02-22 16:36:30
338,111,IP Filing,tutorai-ventures-ip-filing.pdf,documents/startups/111/ip-filing-5142.pdf,3522,1,Approved,,2021-07-19 19:00:39,2024-11-18 10:54:20
339,111,Pitch Deck,tutorai-ventures-pitch-deck.pdf,documents/startups/111/pitch-deck-9900.pdf,101,1,Approved,2024-05-14 22:23:13,2021-01-05 02:28:40,2023-01-04 18:07:06
340,111,Audited Report,tutorai-ventures-audited-report.pdf,documents/startups/111/audited-report-8746.pdf,4525,1,Approved,2024-03-18 09:46:24,2024-02-21 10:33:42,2024-06-09 19:50:46
341,112,MOU,buildbot-plus-mou.pdf,documents/startups/112/mou-3320.pdf,662,1,Approved,2023-10-19 14:03:51,2024-11-29 23:16:01,2024-08-12 19:42:47
342,112,Pitch Deck,buildbot-plus-pitch-deck.pdf,documents/startups/112/pitch-deck-7495.pdf,2306,1,Approved,2022-03-16 04:45:23,2024-06-26 16:20:49,2023-12-03 05:22:04
343,112,Business Plan,buildbot-plus-business-plan.pdf,documents/startups/112/business-plan-2923.pdf,1229,1,Approved,2022-02-27 02:28:38,2023-12-13 11:23:58,2024-08-03 16:52:40
344,113,Term Sheet,snackbox-ventures-term-sheet.pdf,documents/startups/113/term-sheet-4922.pdf,2138,1,Approved,,2021-08-11 02:02:22,2023-06-22 16:58:15
345,113,GST Certificate,snackbox-ventures-gst-certificate.pdf,documents/startups/113/gst-certificate-7777.pdf,2035,1,Approved,,2024-05-22 07:54:28,2023-09-27 03:31:11
346,113,Audited Report,snackbox-ventures-audited-report.pdf,documents/startups/113/audited-report-2252.pdf,2103,1,Approved,2024-03-12 00:11:44,2024-11-23 01:04:22,2024-07-27 03:49:11
347,113,Term Sheet,snackbox-ventures-term-sheet.pdf,documents/startups/113/term-sheet-8714.pdf,477,1,Approved,2023-01-27 04:01:44,2020-02-02 04:46:17,2023-06-09 13:40:50
348,113,Financial Statement,snackbox-ventures-financial-statement.pdf,documents/startups/113/financial-statement-7469.pdf,2059,1,Approved,,2022-11-22 08:29:27,2023-01-11 12:38:51
349,114,Audited Report,soilsense-labs-audited-report.pdf,documents/startups/114/audited-report-2677.pdf,1434,1,Rejected,,2021-10-11 23:49:46,2023-07-28 17:17:07
350,114,Pitch Deck,soilsense-labs-pitch-deck.pdf,documents/startups/114/pitch-deck-8201.pdf,1855,1,Approved,2023-02-01 17:06:49,2021-11-07 03:33:49,2023-01-08 22:49:52
351,115,MOU,windgen-solutions-mou.pdf,documents/startups/115/mou-8063.pdf,1816,1,Approved,,2020-12-10 15:03:01,2024-10-09 05:07:49
352,115,DPIIT Certificate,windgen-solutions-dpiit-certificate.pdf,documents/startups/115/dpiit-certificate-1452.pdf,2841,1,Approved,2024-12-22 23:10:24,2024-03-01 05:27:26,2023-11-17 13:53:35
353,115,DPIIT Certificate,windgen-solutions-dpiit-certificate.pdf,documents/startups/115/dpiit-certificate-5664.pdf,1237,1,Approved,,2022-12-27 17:46:23,2023-08-19 13:30:57
354,116,Audited Report,farmbyte-labs-audited-report.pdf,documents/startups/116/audited-report-7383.pdf,2658,1,Approved,2024-11-25 07:23:11,2023-09-04 03:48:54,2023-10-30 20:04:54
355,117,DPIIT Certificate,coretech-ventures-dpiit-certificate.pdf,documents/startups/117/dpiit-certificate-5242.pdf,3839,1,Rejected,2022-02-19 07:45:44,2020-07-30 01:06:05,2023-06-21 14:16:31
356,117,DPIIT Certificate,coretech-ventures-dpiit-certificate.pdf,documents/startups/117/dpiit-certificate-6150.pdf,2423,1,Rejected,2023-10-31 20:46:25,2022-07-26 01:24:47,2023-07-10 02:23:16
357,117,IP Filing,coretech-ventures-ip-filing.pdf,documents/startups/117/ip-filing-7429.pdf,2452,1,Rejected,2024-08-13 12:06:34,2021-10-11 15:40:18,2023-09-05 16:57:27
358,117,Business Plan,coretech-ventures-business-plan.pdf,documents/startups/117/business-plan-3097.pdf,2983,1,Pending,2024-10-23 08:48:20,2020-06-27 17:41:48,2023-03-26 16:21:52
359,117,Financial Statement,coretech-ventures-financial-statement.pdf,documents/startups/117/financial-statement-9430.pdf,600,1,Approved,,2023-11-08 06:05:52,2023-04-17 08:06:00
360,118,MOU,wealthapp-plus-mou.pdf,documents/startups/118/mou-6654.pdf,3864,1,Pending,2023-07-02 23:43:05,2023-11-17 22:39:38,2024-04-25 12:20:44
361,119,DPIIT Certificate,soilsense-ventures-dpiit-certificate.pdf,documents/startups/119/dpiit-certificate-5277.pdf,4343,1,Approved,2022-07-03 10:22:02,2024-04-07 06:37:40,2024-03-19 22:32:45
362,119,DPIIT Certificate,soilsense-ventures-dpiit-certificate.pdf,documents/startups/119/dpiit-certificate-3025.pdf,623,1,Rejected,,2023-01-11 14:16:02,2024-02-03 23:55:16
363,120,Pitch Deck,shopnow-hub-pitch-deck.pdf,documents/startups/120/pitch-deck-3765.pdf,370,1,Pending,2024-01-28 12:08:02,2020-09-25 21:41:08,2024-08-22 08:36:18
364,120,GST Certificate,shopnow-hub-gst-certificate.pdf,documents/startups/120/gst-certificate-2569.pdf,1635,1,Rejected,2023-07-17 21:40:42,2022-12-12 09:48:56,2024-05-07 20:44:43
365,120,DPIIT Certificate,shopnow-hub-dpiit-certificate.pdf,documents/startups/120/dpiit-certificate-8708.pdf,586,1,Pending,2023-01-10 02:22:25,2024-01-16 00:06:13,2024-08-24 18:16:56
366,120,Audited Report,shopnow-hub-audited-report.pdf,documents/startups/120/audited-report-7624.pdf,2820,1,Rejected,,2022-08-01 12:10:04,2024-12-20 20:02:41
367,120,GST Certificate,shopnow-hub-gst-certificate.pdf,documents/startups/120/gst-certificate-3599.pdf,301,1,Rejected,,2020-01-27 22:26:37,2024-03-07 03:12:35
368,121,Financial Statement,cleanwatt-labs-financial-statement.pdf,documents/startups/121/financial-statement-5698.pdf,1893,1,Approved,2022-07-10 00:45:08,2024-03-13 07:19:28,2024-04-13 22:03:17
369,121,Audited Report,cleanwatt-labs-audited-report.pdf,documents/startups/121/audited-report-3222.pdf,4736,1,Pending,,2022-11-27 17:53:06,2024-10-26 06:36:45
370,121,Financial Statement,cleanwatt-labs-financial-statement.pdf,documents/startups/121/financial-statement-8298.pdf,1144,1,Rejected,2024-10-01 12:15:10,2024-11-06 04:57:58,2024-10-30 03:54:03
371,121,Term Sheet,cleanwatt-labs-term-sheet.pdf,documents/startups/121/term-sheet-2439.pdf,2332,1,Approved,2023-03-15 00:26:58,2024-06-01 18:43:17,2024-07-12 05:50:30
372,122,Incorporation Certificate,wealthapp-ventures-incorporation-certificate.pdf,documents/startups/122/incorporation-certificate-5177.pdf,4201,1,Approved,,2022-03-25 05:28:50,2024-05-01 02:16:49
373,122,Pitch Deck,wealthapp-ventures-pitch-deck.pdf,documents/startups/122/pitch-deck-6757.pdf,2524,1,Pending,,2022-10-09 04:30:41,2023-08-06 02:08:47
374,123,Business Plan,sunpower-ai-business-plan.pdf,documents/startups/123/business-plan-7385.pdf,3206,1,Approved,2023-12-31 12:07:16,2020-12-03 21:25:51,2024-02-29 20:46:40
375,123,DPIIT Certificate,sunpower-ai-dpiit-certificate.pdf,documents/startups/123/dpiit-certificate-6149.pdf,1929,1,Rejected,,2020-01-18 06:14:46,2023-01-05 00:38:34
376,123,MOU,sunpower-ai-mou.pdf,documents/startups/123/mou-9784.pdf,1734,1,Approved,2023-11-09 15:19:18,2021-04-02 23:16:08,2024-07-18 16:06:57
377,124,Term Sheet,tutorai-plus-term-sheet.pdf,documents/startups/124/term-sheet-6052.pdf,3320,1,Rejected,2022-12-25 00:07:03,2024-11-28 15:08:11,2024-11-06 17:29:07
378,125,Business Plan,moveit-tech-business-plan.pdf,documents/startups/125/business-plan-5686.pdf,4399,1,Approved,2024-12-24 07:14:41,2022-09-24 07:49:11,2023-02-01 05:22:13
379,126,Financial Statement,swiftlogix-tech-financial-statement.pdf,documents/startups/126/financial-statement-7796.pdf,2635,1,Approved,,2022-08-14 17:26:52,2023-12-04 21:48:26
380,126,DPIIT Certificate,swiftlogix-tech-dpiit-certificate.pdf,documents/startups/126/dpiit-certificate-9092.pdf,2311,1,Approved,2024-12-01 02:40:04,2021-04-15 09:26:36,2024-06-14 08:05:39
381,126,Term Sheet,swiftlogix-tech-term-sheet.pdf,documents/startups/126/term-sheet-6523.pdf,3062,1,Rejected,2022-07-21 21:51:41,2022-09-27 10:40:03,2024-10-07 00:54:47
382,127,GST Certificate,labgen-ventures-gst-certificate.pdf,documents/startups/127/gst-certificate-7695.pdf,690,1,Rejected,2022-02-14 21:04:37,2021-03-10 19:17:12,2023-10-24 19:15:33
383,127,Audited Report,labgen-ventures-audited-report.pdf,documents/startups/127/audited-report-2311.pdf,1962,1,Approved,,2020-08-26 10:42:49,2024-09-01 06:41:53
384,127,Business Plan,labgen-ventures-business-plan.pdf,documents/startups/127/business-plan-9174.pdf,2938,1,Approved,2024-06-14 09:20:30,2021-12-30 05:45:27,2023-06-12 03:55:48
385,127,Financial Statement,labgen-ventures-financial-statement.pdf,documents/startups/127/financial-statement-4456.pdf,4592,1,Rejected,2022-01-15 04:00:19,2020-08-25 10:21:41,2024-06-20 07:48:03
386,127,Incorporation Certificate,labgen-ventures-incorporation-certificate.pdf,documents/startups/127/incorporation-certificate-2582.pdf,3433,1,Approved,,2021-01-12 02:47:09,2024-06-30 07:41:53
387,128,Incorporation Certificate,greencap-labs-incorporation-certificate.pdf,documents/startups/128/incorporation-certificate-1019.pdf,454,1,Rejected,,2021-10-05 03:08:59,2024-10-15 08:43:41
388,128,MOU,greencap-labs-mou.pdf,documents/startups/128/mou-1212.pdf,4907,1,Approved,2022-03-28 01:42:01,2023-04-08 02:15:49,2023-05-13 11:12:04
389,129,Pitch Deck,clinicai-pitch-deck.pdf,documents/startups/129/pitch-deck-1800.pdf,2145,1,Pending,2024-08-09 23:00:00,2021-05-03 22:41:59,2023-04-16 16:22:04
390,130,Pitch Deck,learnsphere-pro-pitch-deck.pdf,documents/startups/130/pitch-deck-6957.pdf,263,1,Pending,2023-03-27 08:25:21,2022-11-15 10:23:23,2023-01-25 05:52:18
391,130,Financial Statement,learnsphere-pro-financial-statement.pdf,documents/startups/130/financial-statement-8133.pdf,322,1,Approved,,2020-03-09 07:28:52,2024-11-16 08:02:35
392,131,DPIIT Certificate,cleanwatt-tech-dpiit-certificate.pdf,documents/startups/131/dpiit-certificate-1795.pdf,2473,1,Approved,,2022-03-03 22:27:17,2024-09-01 15:35:45
393,131,IP Filing,cleanwatt-tech-ip-filing.pdf,documents/startups/131/ip-filing-5979.pdf,1865,1,Approved,2022-03-14 18:49:09,2022-01-14 18:17:18,2024-01-17 05:34:51
394,131,Audited Report,cleanwatt-tech-audited-report.pdf,documents/startups/131/audited-report-2777.pdf,2253,1,Rejected,,2023-12-29 23:13:19,2023-04-07 11:31:46
395,131,MOU,cleanwatt-tech-mou.pdf,documents/startups/131/mou-2655.pdf,1195,1,Approved,,2023-02-13 08:31:44,2023-04-23 12:40:31
396,132,Incorporation Certificate,moneymap-now-incorporation-certificate.pdf,documents/startups/132/incorporation-certificate-1624.pdf,382,1,Rejected,2022-06-07 18:11:49,2024-11-05 20:06:34,2023-03-02 08:54:15
397,133,MOU,greenpath-india-mou.pdf,documents/startups/133/mou-8140.pdf,4824,1,Approved,2024-07-02 13:37:12,2021-06-10 06:07:56,2024-05-04 11:09:14
398,133,DPIIT Certificate,greenpath-india-dpiit-certificate.pdf,documents/startups/133/dpiit-certificate-4293.pdf,3089,1,Approved,2023-01-16 08:32:27,2023-05-25 12:26:58,2023-09-02 21:22:57
399,133,Audited Report,greenpath-india-audited-report.pdf,documents/startups/133/audited-report-4204.pdf,2601,1,Pending,,2024-05-19 21:47:05,2024-02-10 16:50:10
400,133,IP Filing,greenpath-india-ip-filing.pdf,documents/startups/133/ip-filing-2600.pdf,4833,1,Approved,,2024-11-30 04:35:50,2023-10-13 01:37:14
401,133,MOU,greenpath-india-mou.pdf,documents/startups/133/mou-5215.pdf,1225,1,Approved,2023-03-07 07:12:27,2021-10-29 13:17:05,2024-07-07 03:24:09
402,134,DPIIT Certificate,soilsense-hub-dpiit-certificate.pdf,documents/startups/134/dpiit-certificate-3707.pdf,3751,1,Approved,2024-03-05 17:38:05,2020-03-29 21:00:35,2024-04-20 05:38:48
403,134,Pitch Deck,soilsense-hub-pitch-deck.pdf,documents/startups/134/pitch-deck-5214.pdf,1143,1,Rejected,2022-04-08 12:12:46,2024-06-29 18:53:26,2024-05-15 14:14:38
404,135,Financial Statement,zapcharge-ventures-financial-statement.pdf,documents/startups/135/financial-statement-3993.pdf,2786,1,Approved,,2024-05-14 16:43:13,2023-09-04 02:55:28
405,135,IP Filing,zapcharge-ventures-ip-filing.pdf,documents/startups/135/ip-filing-4750.pdf,410,1,Approved,,2024-10-28 18:38:55,2023-03-13 01:26:20
406,136,Audited Report,agrivision-box-audited-report.pdf,documents/startups/136/audited-report-5955.pdf,2839,1,Approved,2024-08-21 09:55:57,2020-06-21 13:18:47,2024-09-16 05:28:14
407,137,GST Certificate,genomicsplus-solutions-gst-certificate.pdf,documents/startups/137/gst-certificate-6638.pdf,4836,1,Approved,2022-09-16 13:03:40,2020-10-26 03:35:06,2023-07-03 18:37:23
408,138,Term Sheet,saasify-byte-term-sheet.pdf,documents/startups/138/term-sheet-6818.pdf,4556,1,Approved,,2020-06-02 13:28:35,2023-01-17 14:13:38
409,138,GST Certificate,saasify-byte-gst-certificate.pdf,documents/startups/138/gst-certificate-7567.pdf,1249,1,Rejected,,2020-12-07 15:48:43,2024-05-22 17:17:50
410,138,DPIIT Certificate,saasify-byte-dpiit-certificate.pdf,documents/startups/138/dpiit-certificate-2826.pdf,3313,1,Rejected,2024-09-18 04:43:49,2022-07-04 09:34:22,2024-01-25 02:14:24
411,138,Business Plan,saasify-byte-business-plan.pdf,documents/startups/138/business-plan-3628.pdf,3422,1,Rejected,2023-08-28 09:34:29,2022-03-14 04:05:36,2024-11-23 16:08:49
412,139,Incorporation Certificate,zapcharge-solutions-incorporation-certificate.pdf,documents/startups/139/incorporation-certificate-3464.pdf,868,1,Rejected,2022-01-22 21:44:06,2020-09-30 12:42:00,2023-05-31 10:13:10
413,140,Term Sheet,schoolspark-solutions-term-sheet.pdf,documents/startups/140/term-sheet-5741.pdf,181,1,Rejected,2022-09-02 08:31:56,2020-02-26 18:48:09,2024-02-11 11:03:24
414,140,IP Filing,schoolspark-solutions-ip-filing.pdf,documents/startups/140/ip-filing-9869.pdf,1267,1,Approved,2022-07-13 22:14:23,2022-10-04 16:11:26,2023-03-29 22:59:53
415,140,Term Sheet,schoolspark-solutions-term-sheet.pdf,documents/startups/140/term-sheet-4181.pdf,1367,1,Approved,,2020-07-05 22:49:51,2024-02-26 16:27:24
416,141,Term Sheet,edupath-ventures-term-sheet.pdf,documents/startups/141/term-sheet-1427.pdf,4680,1,Rejected,2022-06-06 13:32:46,2020-04-14 09:01:22,2023-02-10 22:39:10
417,141,Pitch Deck,edupath-ventures-pitch-deck.pdf,documents/startups/141/pitch-deck-9024.pdf,3749,1,Rejected,2024-06-11 07:54:56,2024-05-09 09:22:57,2024-10-16 07:02:00
418,141,IP Filing,edupath-ventures-ip-filing.pdf,documents/startups/141/ip-filing-9077.pdf,424,1,Approved,2023-08-02 22:58:06,2022-02-18 09:46:46,2023-10-06 08:12:14
419,141,GST Certificate,edupath-ventures-gst-certificate.pdf,documents/startups/141/gst-certificate-5889.pdf,1575,1,Approved,2022-04-29 17:57:17,2023-12-13 10:00:17,2023-08-31 15:51:12
420,141,Audited Report,edupath-ventures-audited-report.pdf,documents/startups/141/audited-report-2133.pdf,1084,1,Approved,2022-06-22 03:00:45,2021-05-30 15:40:18,2024-07-05 10:55:57
421,142,Incorporation Certificate,vaultsec-box-incorporation-certificate.pdf,documents/startups/142/incorporation-certificate-9363.pdf,1098,1,Approved,2024-08-24 01:06:29,2022-10-27 17:06:14,2024-01-02 20:16:13
422,142,Pitch Deck,vaultsec-box-pitch-deck.pdf,documents/startups/142/pitch-deck-2302.pdf,4424,1,Pending,2022-08-18 11:02:57,2022-07-22 19:21:26,2024-05-16 11:40:40
423,143,Business Plan,snackbox-solutions-business-plan.pdf,documents/startups/143/business-plan-2140.pdf,1517,1,Approved,,2021-11-05 16:13:18,2023-06-14 04:56:36
424,143,Term Sheet,snackbox-solutions-term-sheet.pdf,documents/startups/143/term-sheet-3346.pdf,3181,1,Approved,,2023-08-31 10:55:56,2024-10-03 05:21:16
425,143,GST Certificate,snackbox-solutions-gst-certificate.pdf,documents/startups/143/gst-certificate-9605.pdf,3658,1,Rejected,,2022-06-02 04:09:28,2024-03-10 14:36:10
426,143,Audited Report,snackbox-solutions-audited-report.pdf,documents/startups/143/audited-report-1738.pdf,2815,1,Approved,2023-01-20 03:28:37,2024-02-26 09:47:27,2023-06-07 07:51:33
427,144,Business Plan,chargepod-pro-business-plan.pdf,documents/startups/144/business-plan-4356.pdf,3403,1,Approved,2024-09-21 07:04:19,2021-07-10 23:06:09,2023-01-26 09:28:19
428,144,Business Plan,chargepod-pro-business-plan.pdf,documents/startups/144/business-plan-5085.pdf,4923,1,Pending,2024-04-06 20:41:24,2021-01-26 23:09:05,2024-02-04 00:13:58
429,145,DPIIT Certificate,healthbridge-hub-dpiit-certificate.pdf,documents/startups/145/dpiit-certificate-9481.pdf,56,1,Pending,2023-10-21 03:05:57,2021-03-06 06:10:29,2023-09-30 08:38:30
430,145,GST Certificate,healthbridge-hub-gst-certificate.pdf,documents/startups/145/gst-certificate-1644.pdf,1029,1,Rejected,,2024-03-22 02:47:32,2024-06-30 01:44:56
431,145,MOU,healthbridge-hub-mou.pdf,documents/startups/145/mou-8218.pdf,336,1,Approved,2024-10-07 07:46:49,2022-01-13 14:17:00,2023-01-12 20:06:58
432,145,Pitch Deck,healthbridge-hub-pitch-deck.pdf,documents/startups/145/pitch-deck-3556.pdf,3562,1,Pending,2022-04-10 00:48:04,2023-05-18 23:10:37,2024-07-26 16:02:39
433,145,Pitch Deck,healthbridge-hub-pitch-deck.pdf,documents/startups/145/pitch-deck-9406.pdf,1113,1,Approved,2023-11-04 00:34:22,2022-03-19 19:05:32,2024-03-24 22:43:23
434,146,IP Filing,payzen-now-ip-filing.pdf,documents/startups/146/ip-filing-7195.pdf,1575,1,Approved,,2020-10-31 03:27:50,2024-06-24 05:34:00
435,146,Term Sheet,payzen-now-term-sheet.pdf,documents/startups/146/term-sheet-2342.pdf,3161,1,Approved,2022-02-04 00:10:29,2020-05-22 07:18:48,2024-03-23 04:46:21
436,146,Financial Statement,payzen-now-financial-statement.pdf,documents/startups/146/financial-statement-9828.pdf,2311,1,Pending,2023-11-10 04:47:03,2021-06-04 03:00:48,2023-06-30 12:56:33
437,146,DPIIT Certificate,payzen-now-dpiit-certificate.pdf,documents/startups/146/dpiit-certificate-4649.pdf,2081,1,Approved,2023-12-26 01:01:56,2023-02-21 14:10:45,2023-09-03 06:58:53
438,146,MOU,payzen-now-mou.pdf,documents/startups/146/mou-7109.pdf,904,1,Rejected,2022-02-08 23:04:16,2024-10-09 06:04:11,2024-12-05 04:08:52
439,147,Term Sheet,locksafe-term-sheet.pdf,documents/startups/147/term-sheet-2808.pdf,4983,1,Pending,2023-08-06 22:08:22,2022-12-08 04:27:09,2023-10-15 08:42:49
440,147,Term Sheet,locksafe-term-sheet.pdf,documents/startups/147/term-sheet-7431.pdf,1612,1,Rejected,2024-06-17 15:45:06,2021-10-07 12:21:07,2023-03-05 01:56:57
441,147,Incorporation Certificate,locksafe-incorporation-certificate.pdf,documents/startups/147/incorporation-certificate-9575.pdf,78,1,Approved,2022-11-02 02:21:11,2021-07-24 00:36:57,2023-08-20 22:34:15
442,147,GST Certificate,locksafe-gst-certificate.pdf,documents/startups/147/gst-certificate-3182.pdf,4129,1,Approved,2024-07-12 02:42:12,2023-03-19 14:58:56,2024-11-29 19:44:24
443,147,Audited Report,locksafe-audited-report.pdf,documents/startups/147/audited-report-3157.pdf,3850,1,Approved,2022-06-12 05:56:20,2022-04-03 04:48:16,2024-06-06 14:50:33
444,148,MOU,vaultsec-now-mou.pdf,documents/startups/148/mou-4327.pdf,2968,1,Pending,2024-04-24 21:15:31,2024-07-12 00:02:32,2023-06-04 10:07:58
445,149,Financial Statement,powergrid-solutions-financial-statement.pdf,documents/startups/149/financial-statement-9715.pdf,563,1,Approved,2024-05-21 23:12:41,2021-04-10 13:22:49,2023-08-06 21:33:49
446,149,IP Filing,powergrid-solutions-ip-filing.pdf,documents/startups/149/ip-filing-8945.pdf,3831,1,Pending,,2022-02-27 05:13:18,2023-07-02 20:22:56
447,150,Term Sheet,farmbyte-india-term-sheet.pdf,documents/startups/150/term-sheet-8009.pdf,3526,1,Approved,,2024-02-04 10:59:13,2023-06-09 11:43:22
448,150,Audited Report,farmbyte-india-audited-report.pdf,documents/startups/150/audited-report-4355.pdf,4605,1,Approved,,2022-07-12 18:44:12,2024-01-21 10:11:48
449,151,MOU,cloudnest-labs-mou.pdf,documents/startups/151/mou-9272.pdf,4487,1,Approved,,2022-01-06 18:10:43,2023-02-12 12:45:58
