id,startup_id,round_type,amount_raised_usd,investor_id,funding_date,equity_diluted_percent,valuation_after_round_usd,lead_investor,currency,created_at,updated_at
226,99,Series A,53498670,5,2024-12-30,14.78,2996840,Yes,USD,2023-03-09 08:11:07,2023-12-07 07:04:38
227,100,Bridge,781109,11,2020-12-17,15.04,1335719,Yes,USD,2019-07-30 05:07:27,2024-08-08 23:59:48
228,100,Pre-Seed,2339279,9,2022-11-19,5.26,2916199,Yes,USD,2020-03-26 11:34:14,2024-05-30 09:12:43
229,101,Pre-Seed,109789749,8,2019-08-29,26.28,1021565,No,USD,2021-06-29 10:58:16,2024-01-22 18:13:49
230,102,Seed,309044,3,2022-09-16,6.18,1407061,Yes,USD,2019-09-09 17:15:12,2023-03-30 18:21:23
231,102,Convertible Note,2575072,8,2022-11-26,25.2,3330911,No,USD,2019-02-14 15:59:31,2023-03-25 15:44:01
232,102,Series A,336978,17,2023-07-15,27.69,6722109,No,USD,2018-10-29 04:16:58,2024-12-16 12:00:21
233,103,Bridge,544307986,8,2024-07-23,20.78,1155652,No,USD,2020-05-05 07:28:24,2024-07-26 08:07:48
234,104,Bridge,679728,14,2019-09-06,5.23,1098591,No,USD,2020-07-08 09:20:41,2024-08-24 22:29:43
235,104,Series A,1083696,16,2021-08-26,6.12,1779765,Yes,USD,2019-12-27 08:37:50,2024-03-06 23:53:46
236,104,Convertible Note,549522,16,2021-12-17,29.86,5105457,No,USD,2019-04-22 00:19:34,2023-10-15 17:54:02
237,104,Series B,934956,15,2021-06-08,26.09,14345664,Yes,USD,2021-11-11 12:01:54,2023-12-16 09:10:30
238,106,Convertible Note,24351046,10,2022-05-10,15.34,1363221,Yes,USD,2019-03-07 03:03:30,2024-08-12 15:25:19
239,107,Series C,808027,12,2022-09-10,13.54,1255208,Yes,USD,2023-09-28 18:50:29,2023-06-05 05:24:43
240,107,Series A,820847,9,2018-04-12,23.96,2837228,Yes,USD,2024-10-29 16:16:43,2024-01-25 16:54:22
241,107,Bridge,223923,13,2024-08-14,23.22,7842882,Yes,USD,2022-07-29 02:13:33,2023-05-16 13:50:35
242,107,Convertible Note,270820,15,2022-12-11,27.26,19114621,No,USD,2024-09-07 11:29:02,2024-10-31 06:36:36
243,108,Angel,6512402,15,2023-08-11,9.59,917115,No,USD,2018-10-13 21:50:05,2023-02-26 14:48:15
244,108,Series C,2266998,20,2021-09-15,9.31,1554532,Yes,USD,2022-07-25 17:57:41,2023-06-21 09:12:10
245,108,Series A,3431163,8,2017-08-01,24.69,3927705,Yes,USD,2024-12-01 18:59:14,2023-09-16 08:24:01
246,108,Bridge,12084461,13,2023-05-08,29.62,11132669,No,USD,2020-07-17 21:58:00,2024-02-13 19:22:41
247,109,Series A,23085701,13,2020-08-16,24.46,1078234,No,USD,2019-01-06 04:32:21,2023-09-06 15:45:53
248,109,Pre-Seed,2415013,9,2019-11-06,18.28,2887731,No,USD,2021-03-22 17:30:49,2023-12-15 07:06:07
249,110,Series B,549634,10,2019-08-10,18.24,1021582,Yes,USD,2021-08-20 07:28:26,2023-11-06 04:23:21
250,111,Convertible Note,1368388,14,2020-03-05,18.25,1394729,No,USD,2024-02-08 12:01:43,2023-07-04 01:14:46
251,112,Angel,16620638,3,2024-04-14,17.01,936829,Yes,USD,2024-12-20 22:57:20,2024-07-27 12:26:59
252,112,Series A,17878962,16,2020-05-06,18.11,2163998,No,USD,2019-10-16 16:31:12,2024-12-17 02:16:51
253,113,Series B,38276492,14,2017-12-12,19.41,1021719,Yes,USD,2023-04-26 21:36:25,2023-11-14 09:07:27
254,113,Pre-Seed,15933994,6,2022-01-28,18.92,1830968,Yes,USD,2023-04-14 00:01:20,2023-03-22 22:02:11
255,114,Series B,909834,5,2020-02-13,8.68,1263581,Yes,USD,2018-01-15 02:46:56,2024-05-15 11:19:23
256,114,Series B,340138,17,2022-10-17,20.49,2650390,Yes,USD,2018-08-16 08:25:26,2023-05-15 14:20:41
257,114,Pre-Seed,1835608,6,2022-04-10,22.02,4363901,No,USD,2020-11-01 08:10:52,2023-02-22 07:55:46
258,114,Bridge,316186,11,2021-08-21,23.37,9696248,Yes,USD,2020-04-06 00:36:23,2024-06-03 15:09:57
259,115,Series A,3537797,1,2021-07-23,6.22,1151181,Yes,USD,2020-11-29 10:28:38,2023-06-07 07:08:25
260,115,Convertible Note,833149,18,2019-09-04,17.5,2189358,Yes,USD,2024-12-18 20:29:00,2023-04-08 11:02:46
261,116,Bridge,1240924,16,2015-12-20,5.69,1206978,Yes,USD,2021-12-06 02:36:08,2023-02-17 03:54:35
262,117,Series C,2319429,5,2024-08-01,16.25,928706,Yes,USD,2021-01-05 18:41:54,2023-07-22 15:37:21
263,117,Angel,10155428,11,2024-07-02,29.12,2660033,No,USD,2021-08-14 03:04:27,2023-08-05 19:41:28
264,118,Series B,646100774,1,2023-03-27,13.36,873655,No,USD,2021-05-24 22:54:07,2023-11-14 05:19:35
265,119,Series A,2644540,13,2015-06-18,13.65,1059034,Yes,USD,2023-10-20 17:15:44,2023-03-13 05:19:41
266,119,Convertible Note,2085472,14,2021-12-11,24.74,1962868,No,USD,2019-12-05 08:19:12,2024-10-12 09:12:40
267,119,Series C,1476329,15,2019-10-27,17.39,4777530,No,USD,2022-01-22 15:07:21,2024-02-20 22:54:19
268,119,Series A,2374861,2,2023-05-13,8.92,13376240,Yes,USD,2020-07-16 08:59:34,2024-10-24 00:41:18
269,120,Series B,63403169,14,2015-07-27,20.66,1185886,Yes,USD,2024-05-13 09:00:38,2023-03-09 13:44:22
270,120,Convertible Note,30808959,5,2018-03-25,26.97,2628899,No,USD,2022-04-14 22:49:44,2023-05-22 04:23:16
271,121,Pre-Seed,7609616,20,2017-08-03,6.33,1059443,Yes,USD,2021-01-04 20:03:58,2023-04-13 21:21:09
272,121,Convertible Note,8311005,4,2023-06-08,16.5,1761959,Yes,USD,2022-06-11 09:58:04,2023-09-22 15:55:21
273,122,Pre-Seed,393365,17,2018-12-19,8.15,1225600,Yes,USD,2020-06-09 10:39:33,2023-10-07 14:51:19
274,122,Angel,2849367,8,2020-03-31,20.41,2895863,No,USD,2023-05-26 15:51:59,2023-03-26 11:15:55
275,122,Pre-Seed,3032174,6,2019-10-04,16.62,5065577,Yes,USD,2022-07-08 10:00:02,2023-07-27 04:38:36
276,122,Pre-Seed,9841016,2,2022-09-12,12.52,7886613,No,USD,2022-07-24 02:55:53,2024-10-22 09:19:09
277,123,Convertible Note,16938262,11,2022-07-26,11.5,1381526,Yes,USD,2021-03-09 05:41:15,2023-05-08 12:39:31
278,123,Angel,48794762,2,2023-11-09,16.07,3533935,No,USD,2021-01-01 18:14:39,2023-07-21 09:14:43
279,123,Bridge,39625255,11,2021-05-18,23.48,5402810,Yes,USD,2021-11-21 05:32:30,2024-07-25 22:14:21
280,123,Convertible Note,13496146,17,2020-02-08,27.3,10115032,Yes,USD,2018-03-22 15:14:17,2023-12-15 07:40:57
281,124,Pre-Seed,579140,14,2022-09-28,7.54,1489320,Yes,USD,2019-09-17 09:48:30,2023-09-17 00:40:36
282,124,Series C,600298,15,2021-11-19,6.37,3830336,Yes,USD,2021-11-21 01:20:58,2023-03-16 12:03:08
283,125,Angel,885042,1,2022-06-20,22.72,821878,No,USD,2021-12-31 10:34:54,2024-05-25 01:51:37
284,125,Series B,1529699,2,2020-01-25,8.8,2462757,No,USD,2021-10-28 12:19:04,2023-03-22 18:39:10
285,126,Series C,567426,8,2019-09-23,25.02,848696,Yes,USD,2023-06-15 16:04:37,2023-04-04 07:52:46
286,126,Series C,289428,8,2022-03-06,22.21,1717713,No,USD,2018-10-08 19:45:55,2024-04-26 03:21:44
287,126,Convertible Note,1517258,4,2024-01-11,28.3,3498832,No,USD,2020-08-02 05:32:40,2024-10-27 04:17:26
288,128,Pre-Seed,1080694,4,2022-08-09,8.35,1337875,Yes,USD,2024-01-07 21:23:57,2024-03-18 07:20:08
289,128,Pre-Seed,1116456,15,2022-11-21,28.49,3570327,No,USD,2018-06-20 09:09:03,2023-11-18 19:35:42
290,129,Series C,1080860,15,2024-11-02,6.93,1196734,Yes,USD,2020-06-02 22:27:01,2024-06-01 01:47:48
291,129,Pre-Seed,429227,10,2023-08-01,23.86,1874321,Yes,USD,2018-07-25 23:13:38,2023-06-02 15:53:32
292,129,Seed,1328156,2,2018-02-25,24.98,4481211,No,USD,2019-04-15 12:15:35,2024-06-19 03:26:32
293,129,Convertible Note,1323353,3,2020-11-30,25.43,11654682,No,USD,2022-09-19 19:02:22,2024-10-04 01:42:37
294,130,Series C,53921952,18,2023-07-05,9.01,1319059,No,USD,2019-12-23 16:02:00,2024-05-05 04:45:31
295,130,Angel,438585,18,2016-04-04,21.83,3411091,No,USD,2023-01-07 04:40:12,2024-04-14 06:22:26
296,130,Series B,2581373,8,2023-02-26,23.11,7501552,Yes,USD,2023-12-26 07:03:49,2024-02-14 19:28:56
297,130,Series C,14056666,12,2018-03-09,20.19,18471182,Yes,USD,2022-08-14 14:57:05,2023-09-24 12:30:16
298,131,Bridge,1789297,14,2021-01-14,14.31,1145141,No,USD,2023-07-06 03:05:27,2023-11-08 11:27:02
299,132,Series C,54178436,10,2019-10-17,28.15,905421,Yes,USD,2023-08-26 01:58:40,2024-11-02 14:13:37
300,132,Angel,2382045,5,2020-12-02,18.23,2335659,No,USD,2022-10-22 10:48:50,2023-08-08 07:49:30
301,132,Convertible Note,64907838,1,2024-08-05,10.0,6287367,No,USD,2023-07-22 22:35:30,2023-04-21 18:50:10
302,133,Seed,6427310,16,2024-07-20,8.84,962378,Yes,USD,2019-08-12 08:42:03,2023-05-22 11:52:18
303,133,Series C,5589678,2,2020-11-02,12.39,1477887,Yes,USD,2023-09-09 23:46:02,2024-11-12 18:37:58
304,133,Series A,9729936,13,2024-01-29,16.46,4093678,No,USD,2019-07-08 09:24:06,2024-02-06 06:00:12
305,133,Series B,4373007,2,2017-04-23,5.75,9371361,Yes,USD,2021-04-07 07:20:10,2024-09-21 09:39:59
306,134,Pre-Seed,4324834,9,2016-03-11,15.94,1268731,No,USD,2021-07-10 08:26:48,2024-02-01 04:32:39
307,134,Convertible Note,6014874,4,2020-11-07,20.14,2273536,No,USD,2019-10-05 04:21:09,2024-04-08 10:40:25
308,135,Pre-Seed,44742458,2,2021-09-23,10.61,845546,No,USD,2018-06-09 11:24:47,2024-04-24 14:54:54
309,136,Angel,1707540,12,2023-11-29,19.1,809109,Yes,USD,2020-12-10 03:59:33,2024-10-06 05:49:55
310,137,Series C,9521385,14,2023-02-14,22.74,1059613,Yes,USD,2020-01-07 06:37:08,2024-05-14 16:35:18
311,138,Convertible Note,21503226,19,2023-04-13,24.99,1210658,No,USD,2018-12-06 10:08:30,2024-02-05 19:20:53
312,138,Series B,10358474,1,2020-08-15,9.0,2366105,No,USD,2024-03-24 04:16:34,2024-07-11 12:12:46
313,138,Seed,8397896,8,2024-03-07,6.92,6630913,No,USD,2018-06-20 07:04:53,2023-04-23 17:02:44
314,141,Bridge,51289768,4,2023-06-24,24.7,1223473,Yes,USD,2024-06-08 13:00:24,2023-03-29 00:16:29
315,141,Seed,67491486,4,2022-07-28,25.36,2877353,Yes,USD,2021-07-15 12:42:43,2024-09-05 04:56:19
316,142,Bridge,9598578,7,2018-03-31,6.58,1164158,Yes,USD,2020-06-21 08:05:17,2023-04-06 06:48:04
317,142,Seed,2059994,18,2022-02-07,7.59,3394454,Yes,USD,2021-11-01 02:44:45,2023-08-26 05:20:40
318,142,Seed,7664758,1,2018-06-22,12.8,9541170,Yes,USD,2023-08-20 11:26:00,2024-08-09 23:17:50
319,142,Pre-Seed,13733712,13,2020-01-31,7.5,28613833,No,USD,2023-11-27 06:04:01,2023-07-22 03:16:51
320,143,Bridge,484967,5,2019-09-17,16.44,986026,No,USD,2024-09-22 08:50:03,2024-04-10 23:17:01
321,143,Series A,425228,15,2020-12-23,11.46,2747834,No,USD,2018-01-16 19:14:15,2024-09-15 03:45:14
322,143,Bridge,984118,20,2021-03-29,7.22,8118491,No,USD,2021-05-15 02:00:53,2024-01-30 00:14:10
323,144,Convertible Note,935246,3,2019-07-06,13.69,925307,No,USD,2020-09-15 02:43:53,2023-02-07 02:01:34
324,144,Bridge,896856,4,2020-11-09,13.05,1797856,No,USD,2018-06-03 12:59:18,2023-01-22 01:17:28
325,144,Series B,1292728,20,2022-05-15,26.92,3775512,No,USD,2024-07-19 16:37:17,2024-06-04 08:33:04
326,144,Convertible Note,225411,8,2023-07-19,25.2,10749919,Yes,USD,2018-08-08 14:51:29,2023-01-05 02:28:31
327,145,Convertible Note,1513650,10,2024-09-05,9.93,1180591,Yes,USD,2018-06-01 14:33:06,2023-04-24 02:28:06
328,145,Bridge,3690279,2,2021-02-12,20.4,1863098,Yes,USD,2019-01-16 08:18:18,2023-03-30 11:21:54
329,146,Convertible Note,4886145,8,2024-06-19,21.55,920587,No,USD,2024-05-01 23:26:44,2023-12-17 11:10:14
330,146,Seed,8253817,1,2019-05-15,23.17,2452657,No,USD,2020-09-25 00:56:59,2023-02-26 09:39:44
331,146,Angel,6654644,12,2019-05-29,22.98,5983898,Yes,USD,2024-11-17 15:41:53,2024-04-12 07:06:29
332,146,Series A,9728200,14,2024-10-15,27.83,16776335,No,USD,2023-09-06 15:45:46,2023-06-05 06:50:47
333,147,Bridge,230470007,8,2020-09-20,26.64,997177,No,USD,2024-03-16 14:42:05,2023-09-25 22:05:59
334,147,Series A,73611615,4,2024-05-26,27.94,2358084,No,USD,2022-12-09 01:27:00,2024-01-10 11:35:41
335,147,Seed,128429186,11,2024-03-09,20.19,6624024,Yes,USD,2019-05-13 12:08:21,2023-01-26 12:44:51
336,148,Series C,751495,13,2021-03-03,25.49,1044858,No,USD,2018-03-05 03:18:42,2024-10-05 20:20:23
337,148,Convertible Note,210281,8,2023-05-12,22.93,2894708,No,USD,2019-06-26 15:44:53,2023-04-12 23:34:25
338,149,Angel,1718824,20,2014-03-25,13.23,991615,Yes,USD,2022-05-15 01:00:03,2024-11-13 02:50:50
339,149,Seed,2998533,2,2014-11-13,25.45,2633805,No,USD,2018-10-30 13:04:54,2024-08-22 14:12:35
340,149,Series B,3504194,20,2024-07-14,7.05,4947781,Yes,USD,2020-08-04 00:03:43,2024-07-23 16:08:41
341,149,Series A,2426570,13,2014-02-24,24.1,13757511,No,USD,2023-05-13 04:12:43,2023-08-12 02:03:16
342,150,Seed,1235553,15,2020-09-30,20.7,1257201,No,USD,2022-01-26 10:46:26,2023-03-13 19:08:08
343,150,Seed,1819211,18,2019-07-12,26.97,3755224,Yes,USD,2022-08-10 06:48:05,2024-06-22 23:25:52
344,150,Series B,454938,3,2020-07-03,25.71,8340496,Yes,USD,2020-02-16 13:16:48,2023-04-30 22:40:27
345,151,Bridge,8701735,20,2013-06-25,15.35,891955,No,USD,2022-11-15 08:00:53,2023-09-07 04:14:50
346,151,Seed,9789272,6,2019-09-13,8.5,2320205,Yes,USD,2022-07-06 14:58:06,2023-06-29 12:56:38
347,153,Convertible Note,1423003,20,2022-08-07,26.14,945027,Yes,USD,2020-02-03 10:11:58,2024-09-21 13:48:16
348,153,Series B,831839,9,2021-10-14,25.04,2386846,No,USD,2024-01-30 13:32:07,2023-04-29 02:19:50
349,154,Series A,394331,1,2024-08-28,5.61,1069564,No,USD,2023-05-16 02:53:21,2023-11-21 22:22:38
350,154,Pre-Seed,1830143,6,2023-10-20,18.27,2725142,Yes,USD,2019-12-05 11:36:06,2024-12-05 04:01:45
351,155,Bridge,1187257,4,2021-04-01,9.46,1100971,No,USD,2022-06-08 23:01:13,2023-05-30 06:20:32
352,155,Series B,503920,1,2015-12-06,20.56,2535295,No,USD,2024-12-11 18:36:31,2024-04-24 07:46:29
353,155,Series A,1705767,19,2019-01-31,24.09,7517450,Yes,USD,2024-04-30 20:52:09,2023-09-18 23:28:17
354,157,Seed,335036,7,2024-03-12,29.08,1109613,No,USD,2018-02-18 06:45:33,2024-03-11 04:22:25
355,158,Bridge,28136871,12,2023-08-21,23.26,827557,Yes,USD,2020-04-20 06:01:50,2023-01-15 17:02:23
356,158,Bridge,256888902,17,2022-10-27,19.45,1550731,Yes,USD,2020-11-01 20:35:08,2024-06-07 14:14:58
357,158,Angel,214779524,16,2024-12-04,18.12,2583433,Yes,USD,2019-12-05 20:28:14,2024-03-13 11:48:58
358,158,Series B,146435199,6,2022-01-06,16.8,5227327,Yes,USD,2018-09-20 19:28:54,2023-01-24 17:18:08
359,159,Series B,11498078,6,2021-06-30,20.33,802016,No,USD,2020-05-07 20:25:20,2023-03-09 05:39:46
360,159,Series C,6130451,1,2016-03-16,28.92,1602448,Yes,USD,2018-05-13 16:07:39,2023-11-07 22:34:49
361,159,Series B,2362548,6,2018-05-01,22.25,2713316,Yes,USD,2020-05-09 13:00:28,2023-05-18 04:15:20
362,159,Pre-Seed,2775986,17,2018-08-03,5.07,7105451,Yes,USD,2021-01-17 21:09:56,2024-10-17 08:12:29
363,160,Series A,9835417,14,2024-04-20,19.33,836046,Yes,USD,2024-10-18 03:55:26,2024-12-27 12:14:07
364,160,Bridge,13362726,13,2024-09-08,18.95,1788644,No,USD,2018-02-07 07:13:54,2023-01-02 08:23:17
365,160,Series B,1278399,13,2020-07-22,15.9,5212647,No,USD,2024-07-04 14:00:01,2024-12-03 17:18:18
366,161,Pre-Seed,409405,4,2019-06-30,15.18,996898,Yes,USD,2024-07-04 13:53:44,2023-06-24 16:00:37
367,161,Angel,820165,12,2014-01-25,12.95,1638739,Yes,USD,2024-11-02 13:39:36,2024-12-23 13:06:46
368,161,Series A,456207,6,2021-12-11,13.29,3269029,Yes,USD,2020-09-28 22:10:08,2024-11-07 17:59:03
369,162,Series A,2112724,10,2021-08-20,13.75,1235941,No,USD,2018-08-23 22:54:45,2023-11-10 15:25:11
370,162,Series C,1032474,2,2020-03-12,7.17,2958498,No,USD,2019-10-14 10:20:32,2024-12-03 13:53:11
371,162,Convertible Note,2067813,18,2020-12-26,15.05,7562472,Yes,USD,2018-12-04 14:17:34,2024-08-24 00:15:01
372,163,Series C,54044236,17,2019-01-29,22.67,1426807,No,USD,2019-04-28 17:27:04,2023-11-13 04:11:38
373,163,Series A,24894463,11,2022-04-23,21.52,4188987,No,USD,2024-09-08 05:02:20,2023-12-28 18:26:28
374,163,Series C,30057896,20,2019-12-28,7.67,9399617,Yes,USD,2023-01-14 18:51:35,2023-08-17 00:45:19
375,164,Convertible Note,7106796,15,2023-10-21,11.25,1478674,Yes,USD,2018-12-26 12:00:35,2024-08-06 11:33:36
376,164,Convertible Note,15493501,4,2023-11-07,13.72,4322001,Yes,USD,2020-01-14 03:49:13,2023-07-26 12:45:33
377,164,Bridge,1219851,17,2016-03-12,11.81,6533325,No,USD,2018-10-16 04:42:32,2024-10-12 18:56:33
378,165,Pre-Seed,66750794,4,2022-08-28,23.69,960572,No,USD,2024-06-22 19:08:29,2023-04-18 20:58:59
379,165,Series C,53074708,8,2023-03-09,18.02,2788119,No,USD,2024-01-25 16:43:22,2023-05-30 16:23:46
380,166,Seed,4781003,9,2024-05-08,10.87,1329726,No,USD,2022-06-10 22:15:03,2024-12-29 18:00:41
381,166,Pre-Seed,4144860,19,2021-08-05,20.39,2467729,No,USD,2021-02-07 10:29:43,2024-10-19 21:16:55
382,166,Series B,2524515,2,2022-07-14,15.07,4109950,Yes,USD,2022-10-12 04:24:40,2023-12-18 09:41:14
383,166,Series B,6647419,12,2023-03-09,7.73,8951006,No,USD,2018-05-07 23:16:15,2023-12-16 18:41:58
384,167,Series C,427290,20,2022-11-23,24.57,1096545,No,USD,2022-01-30 16:54:20,2024-04-06 16:48:14
385,167,Convertible Note,1583556,18,2015-10-23,14.46,2330113,No,USD,2020-06-12 09:43:02,2024-05-15 22:13:03
386,168,Seed,1891081,15,2023-08-12,28.93,1265031,Yes,USD,2020-03-02 10:42:01,2024-10-19 20:00:31
387,168,Series A,1013494,5,2022-01-26,9.93,3005463,No,USD,2021-03-03 00:15:57,2023-07-13 13:37:37
388,168,Series C,472411,11,2024-10-28,24.15,8808720,Yes,USD,2020-07-07 02:48:08,2024-11-30 12:20:12
389,168,Angel,1161755,11,2021-09-01,12.12,16356377,No,USD,2019-10-01 08:38:44,2023-02-24 06:08:08
390,169,Series B,1210977,10,2019-10-03,24.81,1115474,No,USD,2018-05-17 18:15:45,2024-01-01 10:23:22
391,169,Convertible Note,287874,5,2015-05-31,6.02,3201265,Yes,USD,2023-04-11 08:04:12,2024-03-04 09:16:59
392,171,Series B,15974182,4,2022-08-04,9.0,1349396,Yes,USD,2024-09-11 02:40:09,2024-05-04 21:46:48
393,171,Pre-Seed,14241723,15,2022-03-30,15.13,2681778,Yes,USD,2019-11-23 04:58:34,2024-10-26 07:41:45
394,171,Pre-Seed,12436554,10,2018-09-14,18.94,5576234,No,USD,2020-10-14 21:00:59,2023-09-20 11:23:20
395,172,Series C,1056562,14,2018-05-19,22.64,844551,No,USD,2018-01-28 15:31:31,2024-07-05 19:51:43
396,172,Series B,3830379,5,2021-06-22,15.25,1560840,Yes,USD,2024-06-19 23:38:03,2023-09-27 21:52:26
397,172,Pre-Seed,690427,8,2020-06-27,19.14,3557658,Yes,USD,2022-10-04 18:01:11,2024-12-03 05:09:03
398,173,Series C,5856584,13,2015-05-04,16.45,1257400,Yes,USD,2022-11-04 20:58:29,2023-01-25 23:04:21
399,173,Seed,3096476,7,2017-09-07,11.32,1959040,Yes,USD,2023-02-16 13:38:30,2023-06-17 03:24:11
400,173,Seed,3448696,8,2014-08-18,23.52,4954021,Yes,USD,2024-06-25 12:50:41,2024-09-16 04:07:00
401,173,Series C,3963655,3,2016-07-31,9.33,7615993,No,USD,2018-06-22 01:57:35,2023-05-09 04:32:14
402,175,Convertible Note,37744493,2,2022-07-16,12.15,886373,No,USD,2023-07-05 23:34:34,2024-03-31 05:57:35
403,175,Angel,8540223,5,2020-10-12,22.32,1861688,Yes,USD,2018-11-21 05:26:36,2024-07-20 01:57:18
404,175,Series B,56028839,12,2024-08-23,19.49,4757604,Yes,USD,2021-01-13 15:26:00,2024-08-04 13:52:44
405,175,Pre-Seed,57455531,9,2023-12-08,8.89,13460093,No,USD,2021-11-04 05:23:29,2023-08-11 14:35:29
406,176,Convertible Note,1237708,18,2017-11-07,5.35,1160591,Yes,USD,2024-10-18 08:26:20,2024-05-05 14:29:49
407,176,Pre-Seed,1110114,20,2023-07-12,17.5,1891317,No,USD,2019-09-20 17:19:09,2024-02-13 16:03:50
408,176,Angel,1275103,5,2020-12-29,22.18,5097048,Yes,USD,2022-03-27 08:07:28,2023-01-28 00:21:12
409,177,Seed,8856136,2,2017-10-02,14.68,1456129,No,USD,2024-02-02 16:00:50,2023-07-26 02:44:53
410,177,Bridge,6541769,16,2024-11-14,26.75,2851714,No,USD,2018-09-20 04:29:37,2024-06-20 06:57:07
411,177,Angel,4604163,12,2016-09-02,29.57,4848781,No,USD,2018-12-07 12:50:01,2023-03-28 18:38:05
412,177,Series B,530855,1,2024-06-10,22.56,11071945,No,USD,2018-01-05 22:32:49,2024-12-02 12:31:55
413,179,Series C,1630677,15,2020-02-28,23.11,779557,Yes,USD,2023-04-15 09:03:18,2023-08-20 07:27:35
414,181,Convertible Note,5208859,5,2024-08-20,27.8,1034480,No,USD,2018-12-07 21:03:20,2023-03-10 02:02:59
415,181,Pre-Seed,629846,2,2021-08-06,17.41,2601125,No,USD,2018-04-26 23:11:00,2024-01-17 01:09:22
416,181,Series B,4942466,8,2024-12-11,22.07,5749352,Yes,USD,2018-05-15 02:00:43,2023-06-26 19:57:56
417,182,Series C,2818798,16,2020-01-07,21.21,1342916,No,USD,2020-07-31 19:27:20,2024-09-01 23:28:47
418,182,Series B,1267051,6,2020-11-20,8.78,3689157,No,USD,2019-11-10 01:18:05,2024-02-19 09:07:22
419,182,Series A,2048884,12,2018-01-16,27.51,7148040,Yes,USD,2020-09-03 14:59:49,2024-09-19 07:55:28
420,182,Bridge,1858720,20,2022-01-07,14.48,18673095,Yes,USD,2022-03-24 00:53:33,2023-11-24 10:31:49
421,183,Convertible Note,40623511,2,2023-01-14,18.02,1199033,No,USD,2023-10-16 16:05:17,2023-10-07 18:39:02
422,184,Series A,362490367,6,2019-03-06,23.36,1127486,No,USD,2022-12-25 08:16:21,2023-01-28 18:39:36
423,185,Series A,6328963,8,2023-10-12,8.63,943827,No,USD,2024-08-18 03:06:57,2023-04-30 02:44:03
424,185,Series C,2576335,9,2024-04-20,21.94,2777909,No,USD,2024-09-09 07:52:10,2023-03-20 07:22:52
425,185,Bridge,4152190,7,2022-04-18,25.47,6250629,No,USD,2020-03-24 20:17:44,2024-06-28 00:56:48
426,185,Pre-Seed,5441089,14,2023-06-27,8.87,10761677,No,USD,2019-07-04 00:21:54,2023-12-06 09:34:52
427,186,Convertible Note,18589870,20,2016-07-31,29.21,1398347,No,USD,2023-04-12 21:16:38,2024-07-06 08:28:19
428,186,Bridge,365083,19,2017-10-12,28.39,2715633,Yes,USD,2023-05-28 23:35:58,2023-09-16 21:30:50
429,188,Seed,1299958,15,2017-01-20,17.48,1072335,Yes,USD,2021-01-16 11:51:09,2024-09-28 05:27:28
430,188,Bridge,2311609,20,2020-02-07,19.74,2442462,No,USD,2023-04-12 10:18:17,2023-12-04 16:16:56
431,189,Series B,74579394,1,2015-08-05,27.95,926700,Yes,USD,2024-07-08 22:13:26,2023-01-04 22:21:38
432,189,Bridge,195615704,11,2014-06-09,29.7,2356662,Yes,USD,2020-10-25 12:57:15,2024-06-12 19:01:07
433,189,Angel,299559229,17,2019-06-04,24.69,6509651,No,USD,2024-10-10 07:27:46,2024-11-16 11:26:07
434,189,Seed,386898840,13,2016-01-20,22.63,13763903,Yes,USD,2018-09-12 14:01:42,2024-03-04 10:39:16
435,190,Series C,1173353,2,2022-09-26,22.66,826603,No,USD,2021-05-11 07:15:03,2023-08-07 14:43:11
436,191,Seed,2451903,6,2021-03-10,12.46,1060392,No,USD,2022-09-10 06:55:04,2023-04-18 04:40:04
437,191,Series A,2480050,16,2024-02-09,26.19,2701659,No,USD,2024-01-20 01:57:25,2024-03-02 02:20:44
438,191,Series B,1654235,17,2021-09-19,17.84,6575498,No,USD,2020-08-06 11:27:20,2024-12-26 09:05:33
439,191,Pre-Seed,893097,18,2023-11-10,9.4,16062088,Yes,USD,2018-11-08 05:58:42,2024-06-19 22:34:24
440,194,Pre-Seed,2851629,20,2022-01-21,14.75,1375635,No,USD,2019-12-21 17:32:56,2023-06-10 22:53:34
441,194,Series B,3966548,11,2020-09-23,6.11,3886364,Yes,USD,2020-06-21 21:10:52,2024-09-23 17:35:55
442,194,Convertible Note,964796,6,2021-05-08,23.64,10450448,Yes,USD,2020-05-01 13:24:33,2024-03-22 09:08:50
443,194,Convertible Note,4230979,5,2023-10-17,28.62,24221108,No,USD,2020-02-02 15:09:33,2024-04-18 23:24:01
444,195,Angel,206597,16,2023-01-13,19.03,1129364,No,USD,2022-11-28 02:47:00,2024-02-21 05:42:34
445,195,Series A,1063899,12,2022-02-17,17.01,2069894,No,USD,2022-10-08 05:12:41,2023-05-13 14:31:41
446,196,Pre-Seed,1268245,11,2024-06-27,13.91,997943,No,USD,2020-06-13 01:08:49,2024-04-18 07:47:40
447,197,Angel,2510016,15,2024-05-07,27.79,1008293,No,USD,2019-10-31 08:02:48,2023-06-06 10:21:21
448,197,Series B,1921948,8,2020-06-28,24.89,2300734,No,USD,2018-06-08 09:06:06,2024-03-01 15:35:34
449,198,Series C,3508110,10,2020-12-18,26.74,1187835,No,USD,2020-08-11 16:25:53,2023-12-18 12:38:00
450,199,Series B,34754304,9,2024-06-02,17.49,1253402,Yes,USD,2020-04-28 05:45:11,2024-09-30 02:44:10
